#,Sentance,Embedding
21,"All my aunts and uncles talked itover as if they were choosing a prep school for me, and finally said,“Why—ye-es,” with very grave, hesitant faces.",[-14.378884    4.373195    4.1397796]
22,"Father agreed to financeme for a year, and after various delays I came East, permanently, Ithought, in the spring of twenty-two.",[ 17.544922  19.298853 -19.970808]
23,"The practical thing was to find rooms in the city, but it was a warmseason, and I had just left a country of wide lawns and friendlytrees, so when a young man at the office suggested that we take ahouse together in a commuting town, it sounded like a great idea.",[17.208107 18.075974 13.908216]
24,"Hefound the house, a weather-beaten cardboard bungalow at eighty amonth, but at the last minute the firm ordered him to Washington, andI went out to the country alone.",[17.376612 22.735554 12.102761]
25,"I had a dog—at least I had him for afew days until he ran away—and an old Dodge and a Finnish woman, whomade my bed and cooked breakfast and muttered Finnish wisdom toherself over the electric stove.",[26.093472  18.385822  -1.9951069]
26,"It was lonely for a day or so until one morning some man, morerecently arrived than I, stopped me on the road.",[  4.4231825 -18.554712   -3.0375414]
27,“How do you get to West Egg village?” he asked helplessly.,[  5.1598716  17.05578   -27.280544 ]
28,I told him.,[-27.792995  -12.453139   -2.5882838]
29,And as I walked on I was lonely no longer.,[-20.212454 -22.71926  -32.392944]
30,"I was a guide,a pathfinder, an original settler.",[ -8.013557  29.871866 -25.303534]
31,He had casually conferred on me thefreedom of the neighbourhood.,[ -4.2858033 -28.165157   -0.8755615]
32,"And so with the sunshine and the great bursts of leaves growing on thetrees, just as things grow in fast movies, I had that familiarconviction that life was beginning over again with the summer.",[24.041077  12.6005745  5.0038514]
33,"There was so much to read, for one thing, and so much fine health tobe pulled down out of the young breath-giving air.",[52.16553     0.07260961  5.187592  ]
34,"I bought a dozenvolumes on banking and credit and investment securities, and theystood on my shelf in red and gold like new money from the mint,promising to unfold the shining secrets that only Midas and Morgan andMaecenas knew.",[11.668839 36.56196  16.869556]
35,And I had the high intention of reading many otherbooks besides.,[  1.7820199 -21.762169  -11.340898 ]
36,"I was rather literary in college—one year I wrote aseries of very solemn and obvious editorials for the Yale News—and nowI was going to bring back all such things into my life and becomeagain that most limited of all specialists, the “well-rounded man.”This isn’t just an epigram—life is much more successfully looked atfrom a single window, after all.",[-2.6706424  5.923478  16.914846 ]
37,It was a matter of chance that I should have rented a house in one ofthe strangest communities in North America.,[ 30.435556    3.6994646 -21.598108 ]
38,"It was on that slenderriotous island which extends itself due east of New York—and wherethere are, among other natural curiosities, two unusual formations ofland.",[42.606785 19.077623 12.271964]
39,"Twenty miles from the city a pair of enormous eggs, identical incontour and separated only by a courtesy bay, jut out into the mostdomesticated body of salt water in the Western hemisphere, the greatwet barnyard of Long Island Sound.",[28.482769  32.63813    0.3641023]
40,"They are not perfect ovals—like theegg in the Columbus story, they are both crushed flat at the contactend—but their physical resemblance must be a source of perpetualwonder to the gulls that fly overhead.",[46.453094 19.137365 12.410867]
41,To the wingless a moreinteresting phenomenon is their dissimilarity in every particularexcept shape and size.,[49.166405 18.038315 12.376366]
42,"I lived at West Egg, the—well, the less fashionable of the two, thoughthis is a most superficial tag to express the bizarre and not a littlesinister contrast between them.",[28.366188  35.588726  -5.9718256]
43,"My house was at the very tip of theegg, only fifty yards from the Sound, and squeezed between two hugeplaces that rented for twelve or fifteen thousand a season.",[ 22.92067     5.4817786 -21.73536  ]
44,"The one onmy right was a colossal affair by any standard—it was a factualimitation of some Hôtel de Ville in Normandy, with a tower on oneside, spanking new under a thin beard of raw ivy, and a marbleswimming pool, and more than forty acres of lawn and garden.",[26.300339 24.493113  8.207872]
45,It wasGatsby’s mansion.,[-40.525703 -26.375126   2.686731]
46,"Or, rather, as I didn’t know Mr. Gatsby, it was amansion inhabited by a gentleman of that name.",[ 3.9567752 37.43081   -7.776614 ]
47,"My own house was aneyesore, but it was a small eyesore, and it had been overlooked, so Ihad a view of the water, a partial view of my neighbour’s lawn, andthe consoling proximity of millionaires—all for eighty dollars amonth.",[ 17.125439  14.203251 -12.100121]
48,"Across the courtesy bay the white palaces of fashionable East Eggglittered along the water, and the history of the summer really beginson the evening I drove over there to have dinner with the TomBuchanans.",[13.924128   24.379599    0.11586751]
49,"Daisy was my second cousin once removed, and I’d known Tomin college.",[-41.337555  10.582226  11.515031]
50,And just after the war I spent two days with them inChicago.,[  1.7772185 -10.353881  -38.551983 ]
51,"Her husband, among various physical accomplishments, had been one ofthe most powerful ends that ever played football at New Haven—anational figure in a way, one of those men who reach such an acutelimited excellence at twenty-one that everything afterward savours ofanticlimax.",[ 8.365992  6.465824 18.329124]
52,"His family were enormously wealthy—even in college hisfreedom with money was a matter for reproach—but now he’d left Chicagoand come East in a fashion that rather took your breath away: forinstance, he’d brought down a string of polo ponies from LakeForest.",[21.457222 31.79289  -9.388055]
53,It was hard to realize that a man in my own generation waswealthy enough to do that.,[ -0.35362083 -25.964275   -20.171513  ]
54,Why they came East I don’t know.,[-33.77566    4.452834 -17.214384]
55,"They had spent a year in France forno particular reason, and then drifted here and there unrestfullywherever people played polo and were rich together.",[ 20.287228  33.630936 -10.73067 ]
56,"This was apermanent move, said Daisy over the telephone, but I didn’t believeit—I had no sight into Daisy’s heart, but I felt that Tom would drifton forever seeking, a little wistfully, for the dramatic turbulence ofsome irrecoverable football game.",[-2.348118  8.436023 21.008062]
57,And so it happened that on a warm windy evening I drove over to EastEgg to see two old friends whom I scarcely knew at all.,[  3.2662418  -5.6422577 -20.03976  ]
58,"Their housewas even more elaborate than I expected, a cheerful red-and-whiteGeorgian Colonial mansion, overlooking the bay.",[ 18.922503  15.773614 -14.761935]
59,"The lawn started atthe beach and ran towards the front door for a quarter of a mile,jumping over sundials and brick walks and burning gardens—finally whenit reached the house drifting up the side in bright vines as thoughfrom the momentum of its run.",[35.859898  12.858385   5.1441193]
60,"The front was broken by a line of Frenchwindows, glowing now with reflected gold and wide open to the warmwindy afternoon, and Tom Buchanan in riding clothes was standing withhis legs apart on the front porch.",[29.022396  10.384769   5.7585545]
61,He had changed since his New Haven years.,[-29.10501  -25.936188 -10.655099]
62,"Now he was a sturdystraw-haired man of thirty, with a rather hard mouth and asupercilious manner.",[ 25.65557   -10.172865   -2.0084147]
63,Two shining arrogant eyes had establisheddominance over his face and gave him the appearance of always leaningaggressively forward.,[ 31.2795    -20.84832     7.2529483]
64,"Not even the effeminate swank of his ridingclothes could hide the enormous power of that body—he seemed to fillthose glistening boots until he strained the top lacing, and you couldsee a great pack of muscle shifting when his shoulder moved under histhin coat.",[16.802164   2.3795867 17.060163 ]
65,It was a body capable of enormous leverage—a cruel body.,[  2.2552054 -28.045034  -20.687914 ]
66,"His speaking voice, a gruff husky tenor, added to the impression offractiousness he conveyed.",[  9.709556  -11.3544035  40.16223  ]
67,"There was a touch of paternal contempt init, even toward people he liked—and there were men at New Haven whohad hated his guts.",[24.223125  -5.1876264 -4.9878373]
68,"“Now, don’t think my opinion on these matters is final,” he seemed tosay, “just because I’m stronger and more of a man than you are.” Wewere in the same senior society, and while we were never intimate Ialways had the impression that he approved of me and wanted me to likehim with some harsh, defiant wistfulness of his own.",[-3.280677  -1.6555333 -2.982904 ]
69,We talked for a few minutes on the sunny porch.,[ -0.7911327 -47.577343    4.3240833]
70,"“I’ve got a nice place here,” he said, his eyes flashing aboutrestlessly.",[ -5.4159303 -26.930069   -9.62856  ]
71,"Turning me around by one arm, he moved a broad flat hand along thefront vista, including in its sweep a sunken Italian garden, a halfacre of deep, pungent roses, and a snub-nosed motorboat that bumpedthe tide offshore.",[26.556355 28.060534  8.066272]
72,"“It belonged to Demaine, the oil man.” He turned me around again,politely and abruptly.",[ 13.195577  -37.70412    -3.5975695]
73,"“We’ll go inside.”We walked through a high hallway into a bright rosy-coloured space,fragilely bound into the house by French windows at either end.",[38.721348 12.011927  5.731078]
74,Thewindows were ajar and gleaming white against the fresh grass outsidethat seemed to grow a little way into the house.,[36.02535   16.230112   5.2388988]
75,"A breeze blew throughthe room, blew curtains in at one end and out the other like paleflags, twisting them up toward the frosted wedding-cake of theceiling, and then rippled over the wine-coloured rug, making a shadowon it as wind does on the sea.",[41.602184  5.068405  6.740881]
76,The only completely stationary object in the room was an enormouscouch on which two young women were buoyed up as though upon ananchored balloon.,[30.1392     2.1943297 29.687178 ]
77,"They were both in white, and their dresses wererippling and fluttering as if they had just been blown back in after ashort flight around the house.",[31.16644   1.320785 26.073404]
78,I must have stood for a few momentslistening to the whip and snap of the curtains and the groan of apicture on the wall.,[39.633995   3.6534169  8.006262 ]
79,"Then there was a boom as Tom Buchanan shut therear windows and the caught wind died out about the room, and thecurtains and the rugs and the two young women ballooned slowly to thefloor.",[26.570831 12.96687  19.764673]
80,The younger of the two was a stranger to me.,[-19.847921 -25.096737 -26.888294]
81,"She was extended fulllength at her end of the divan, completely motionless, and with herchin raised a little, as if she were balancing something on it whichwas quite likely to fall.",[ 9.526396 -8.258657 22.491379]
82,"If she saw me out of the corner of her eyesshe gave no hint of it—indeed, I was almost surprised into murmuringan apology for having disturbed her by coming in.",[-1.4471554 -1.9119059  9.011402 ]
83,"The other girl, Daisy, made an attempt to rise—she leaned slightlyforward with a conscientious expression—then she laughed, an absurd,charming little laugh, and I laughed too and came forward into theroom.",[ 7.1427526  3.7624106 34.88098  ]
84,"“I’m p-paralysed with happiness.”She laughed again, as if she said something very witty, and held myhand for a moment, looking up into my face, promising that there wasno one in the world she so much wanted to see.",[-1.8214134 -4.012141  13.549003 ]
85,That was a way shehad.,[-32.707302  -21.655231   -7.6400104]
86,She hinted in a murmur that the surname of the balancing girl wasBaker.,[ -0.7308071 -13.0510645  25.308405 ]
87,(I’ve heard it said that Daisy’s murmur was only to make peoplelean toward her; an irrelevant criticism that made it no lesscharming.),[ -2.2957907 -11.143396   23.041718 ]
88,"At any rate, Miss Baker’s lips fluttered, she nodded at me almostimperceptibly, and then quickly tipped her head back again—the objectshe was balancing had obviously tottered a little and given hersomething of a fright.",[4.5629587 1.636242  8.987549 ]
89,Again a sort of apology arose to my lips.,[  3.1786292 -20.765461  -31.474232 ]
90,Almost any exhibition of complete self-sufficiency draws a stunnedtribute from me.,[  9.329059 -17.461332 -24.763176]
91,"I looked back at my cousin, who began to ask me questions in her low,thrilling voice.",[-23.706097    5.852253    7.5609474]
92,"It was the kind of voice that the ear follows up anddown, as if each speech is an arrangement of notes that will never beplayed again.",[ 11.666584  -11.3592825  36.157757 ]
93,"Her face was sad and lovely with bright things in it,bright eyes and a bright passionate mouth, but there was an excitementin her voice that men who had cared for her found difficult to forget:a singing compulsion, a whispered “Listen,” a promise that she haddone gay, exciting things just a while since and that there were gay,exciting things hovering in the next hour.",[13.4889555 -7.736308  28.929459 ]
94,"I told her how I had stopped off in Chicago for a day on my way East,and how a dozen people had sent their love through me.",[-16.089163    -0.17864254  23.422844  ]
95,“Do they miss me?” she cried ecstatically.,[-31.881916    -0.18878013  17.356869  ]
96,“The whole town is desolate.,[-37.674706 -28.919418   6.186278]
97,"All the cars have the left rear wheelpainted black as a mourning wreath, and there’s a persistent wail allnight along the north shore.”“How gorgeous!",[33.630074   2.5473413  3.5702927]
98,"Let’s go back, Tom.",[-24.878555   18.094059   -1.1377282]
99,Tomorrow!” Then she addedirrelevantly: “You ought to see the baby.”“I’d like to.”“She’s asleep.,[-20.536264   -4.3450346   0.8819528]
100,She’s three years old.,[-28.176414 -26.482573  15.725018]
101,"Haven’t you ever seen her?”“Never.”“Well, you ought to see her.",[-35.399456  -10.566203    6.9653807]
102,"She’s—”Tom Buchanan, who had been hovering restlessly about the room, stoppedand rested his hand on my shoulder.",[18.3487   -9.413607 15.36884 ]
103,"“What you doing, Nick?”“I’m a bond man.”“Who with?”I told him.",[-11.005524   8.724537 -26.984737]
104,"“Never heard of them,” he remarked decisively.",[-15.264766 -28.281908 -12.044592]
105,This annoyed me.,[-33.503635 -10.488349 -10.83983 ]
106,"“You will,” I answered shortly.",[-21.699026    1.1735954 -13.838108 ]
107,"“You will if you stay in the East.”“Oh, I’ll stay in the East, don’t you worry,” he said, glancing atDaisy and then back at me, as if he were alert for somethingmore.",[-10.581275    -0.97603786 -13.288245  ]
108,“I’d be a God damned fool to live anywhere else.”At this point Miss Baker said: “Absolutely!” with such suddenness thatI started—it was the first word she had uttered since I came into theroom.,[-4.873408   3.9013708 11.226708 ]
109,"Evidently it surprised her as much as it did me, for she yawnedand with a series of rapid, deft movements stood up into the room.",[10.216344  -9.6858225 20.609829 ]
110,"“I’m stiff,” she complained, “I’ve been lying on that sofa for as longas I can remember.”“Don’t look at me,” Daisy retorted, “I’ve been trying to get you toNew York all afternoon.”“No, thanks,” said Miss Baker to the four cocktails just in from thepantry.",[ 4.4271173 16.669897  -3.5028436]
111,“I’m absolutely in training.”Her host looked at her incredulously.,[-24.530933 -12.305854  14.360598]
112,“You are!” He took down his drink as if it were a drop in the bottomof a glass.,[-12.004562  -17.608744   -7.6498427]
113,"“How you ever get anything done is beyond me.”I looked at Miss Baker, wondering what it was she “got done.” Ienjoyed looking at her.",[-0.6222333  3.9704208  9.060719 ]
114,"She was a slender, small-breasted girl, withan erect carriage, which she accentuated by throwing her body backwardat the shoulders like a young cadet.",[10.837584   7.4895506 25.617823 ]
115,"Her grey sun-strained eyes lookedback at me with polite reciprocal curiosity out of a wan, charming,discontented face.",[ 29.677578  -26.005318    2.7898374]
116,"It occurred to me now that I had seen her, or apicture of her, somewhere before.",[-13.892037  -13.4368925  23.736536 ]
117,"“You live in West Egg,” she remarked contemptuously.",[  1.8251246  19.30444   -25.575682 ]
118,“I know somebodythere.”“I don’t know a single—”“You must know Gatsby.”“Gatsby?” demanded Daisy.,[-16.22337   10.237897  26.212093]
119,"“What Gatsby?”Before I could reply that he was my neighbour dinner was announced;wedging his tense arm imperatively under mine, Tom Buchanan compelledme from the room as though he were moving a checker to another square.",[ 6.376312 14.013325  2.56868 ]
120,"Slenderly, languidly, their hands set lightly on their hips, the twoyoung women preceded us out on to a rosy-coloured porch, open towardthe sunset, where four candles flickered on the table in thediminished wind.",[33.987362  7.572701 12.819475]
121,"“Why candles?” objected Daisy, frowning.",[-20.644354  21.942831  28.758324]
122,She snapped them out with herfingers.,[-25.341148 -20.854025  16.43158 ]
123,“In two weeks it’ll be the longest day in the year.” Shelooked at us all radiantly.,[ -3.4232812   1.6536081 -33.235435 ]
124,“Do you always watch for the longest dayof the year and then miss it?,[ -6.143144    3.9067085 -32.543465 ]
125,"I always watch for the longest day inthe year and then miss it.”“We ought to plan something,” yawned Miss Baker, sitting down at thetable as if she were getting into bed.",[-1.1254079  6.0613723 11.8154955]
126,"“All right,” said Daisy.",[-17.089443  15.693478  23.475895]
127,“What’ll we plan?” She turned to mehelplessly: “What do people plan?”Before I could answer her eyes fastened with an awed expression on herlittle finger.,[ 4.876115  -3.6812742 24.748335 ]
128,“Look!” she complained; “I hurt it.”We all looked—the knuckle was black and blue.,[ 10.602407   4.633677 -35.41056 ]
129,"“You did it, Tom,” she said accusingly.",[-21.155981   14.034357    2.0807183]
130,"“I know you didn’t mean to,but you did do it.",[-20.991674     0.11134247 -21.469135  ]
131,"That’s what I get for marrying a brute of a man, agreat, big, hulking physical specimen of a—”“I hate that word ‘hulking,’ ” objected Tom crossly, “even inkidding.”“Hulking,” insisted Daisy.",[17.850443  -4.475578  -2.0286078]
132,"Sometimes she and Miss Baker talked at once, unobtrusively and with abantering inconsequence that was never quite chatter, that was as coolas their white dresses and their impersonal eyes in the absence of alldesire.",[ 2.8936415  3.3200004 14.447176 ]
133,"They were here, and they accepted Tom and me, making only apolite pleasant effort to entertain or to be entertained.",[ 30.72243  -17.172838  21.72785 ]
134,They knewthat presently dinner would be over and a little later the evening toowould be over and casually put away.,[ 48.411106  -6.021873 -12.566298]
135,"It was sharply different from theWest, where an evening was hurried from phase to phase towards itsclose, in a continually disappointed anticipation or else in sheernervous dread of the moment itself.",[ 23.80992  -10.994293   4.697752]
136,"“You make me feel uncivilized, Daisy,” I confessed on my second glassof corky but rather impressive claret.",[-22.89229   19.274796  19.019867]
137,"“Can’t you talk about crops orsomething?”I meant nothing in particular by this remark, but it was taken up inan unexpected way.",[ -3.0467553 -17.048948   20.17375  ]
138,"“Civilization’s going to pieces,” broke out Tom violently.",[-23.812805    27.350819    -0.12490641]
139,“I’vegotten to be a terrible pessimist about things.,[-13.192947  -8.941      9.348518]
140,"Have you read The Riseof the Coloured Empires by this man Goddard?”“Why, no,” I answered, rather surprised by his tone.",[-0.19332922  2.9526844  -7.1082993 ]
141,"“Well, it’s a fine book, and everybody ought to read it.",[-16.669876   -2.6136198  -6.0026083]
142,The idea isif we don’t look out the white race will be—will be utterlysubmerged.,[ 11.465134   9.344353 -27.590443]
143,"It’s all scientific stuff; it’s been proved.”“Tom’s getting very profound,” said Daisy, with an expression ofunthoughtful sadness.",[-9.241367 12.93519  27.047215]
144,“He reads deep books with long words inthem.,[-18.260935    1.0069777  -4.59046  ]
145,"What was that word we—”“Well, these books are all scientific,” insisted Tom, glancing at herimpatiently.",[-26.997574  27.532967   9.458428]
146,“This fellow has worked out the whole thing.,[-35.312775  -22.86389    -4.4371815]
147,"It’s up tous, who are the dominant race, to watch out or these other races willhave control of things.”“We’ve got to beat them down,” whispered Daisy, winking ferociouslytoward the fervent sun.",[ 20.8464    12.365718 -28.910198]
148,"“You ought to live in California—” began Miss Baker, but Tominterrupted her by shifting heavily in his chair.",[-6.0975547  6.768201  11.091757 ]
149,“This idea is that we’re Nordics.,[-35.052837 -24.960636  -7.30178 ]
150,"I am, and you are, and you are,and—” After an infinitesimal hesitation he included Daisy with aslight nod, and she winked at me again.",[1.9385107 3.1526406 0.0583147]
151,"“—And we’ve produced all thethings that go to make civilization—oh, science and art, and allthat.",[  3.6751416 -29.563736    8.9853325]
152,"Do you see?”There was something pathetic in his concentration, as if hiscomplacency, more acute than of old, was not enough to him any more.",[ 24.763288  -12.388098   -5.3001547]
153,"When, almost immediately, the telephone rang inside and the butlerleft the porch Daisy seized upon the momentary interruption and leanedtowards me.",[40.260906   4.026371   2.2074203]
154,"“I’ll tell you a family secret,” she whispered enthusiastically.",[-24.998333  -5.875149  14.4115  ]
155,“It’s about the butler’s nose.,[ -3.8380487   9.943044  -27.308716 ]
156,"Do you want to hear about the butler’snose?”“That’s why I came over tonight.”“Well, he wasn’t always a butler; he used to be the silver polisherfor some people in New York that had a silver service for two hundredpeople.",[ -5.1456094   9.001215  -19.67043  ]
157,"He had to polish it from morning till night, until finally itbegan to affect his nose—”“Things went from bad to worse,” suggested Miss Baker.",[18.064081  -9.928471  -1.7536254]
158,“Yes.,[-42.054848   -6.6908526  -8.6083145]
159,"Things went from bad to worse, until finally he had to give uphis position.”For a moment the last sunshine fell with romantic affection upon herglowing face; her voice compelled me forward breathlessly as Ilistened—then the glow faded, each light deserting her with lingeringregret, like children leaving a pleasant street at dusk.",[15.158958 -6.926391 27.483034]
160,"The butler came back and murmured something close to Tom’s ear,whereupon Tom frowned, pushed back his chair, and without a word wentinside.",[10.440844 24.970436 17.34539 ]
161,"As if his absence quickened something within her, Daisy leanedforward again, her voice glowing and singing.",[ 8.966328 -6.057702 35.062656]
162,"“I love to see you at my table, Nick.",[-24.385614  14.598834  17.119884]
163,"You remind me of a—of a rose, anabsolute rose.",[-27.390043    0.1351248 -38.982754 ]
164,Doesn’t he?” She turned to Miss Baker for confirmation:“An absolute rose?”This was untrue.,[-8.824436   6.2902994  7.699403 ]
165,I am not even faintly like a rose.,[-27.554604   -1.4628358 -37.95684  ]
166,"She was onlyextemporizing, but a stirring warmth flowed from her, as if her heartwas trying to come out to you concealed in one of those breathless,thrilling words.",[ 11.760977 -12.316126  25.266338]
167,Then suddenly she threw her napkin on the table andexcused herself and went into the house.,[ 22.62651  -16.57916   26.641665]
168,Miss Baker and I exchanged a short glance consciously devoid ofmeaning.,[-0.3265034  5.7905493  5.6427393]
169,I was about to speak when she sat up alertly and said “Sh!”in a warning voice.,[ 16.506063  -29.508726   -4.2573724]
170,"A subdued impassioned murmur was audible in theroom beyond, and Miss Baker leaned forward unashamed, trying tohear.",[32.02768  -8.153749 23.564705]
171,"The murmur trembled on the verge of coherence, sank down,mounted excitedly, and then ceased altogether.",[30.701294 -7.471335 25.09827 ]
172,“This Mr. Gatsby you spoke of is my neighbour—” I began.,[-3.864018 36.899536 -8.79469 ]
173,“Don’t talk.,[-37.336365   -6.5974298 -16.207502 ]
174,I want to hear what happens.”“Is something happening?” I inquired innocently.,[-23.326109   -2.0771017  -5.327452 ]
175,"“You mean to say you don’t know?” said Miss Baker, honestly surprised.",[-6.7973657  5.6261606  6.3623576]
176,“I thought everybody knew.”“I don’t.”“Why—” she said hesitantly.,[-27.13921  -13.955095   6.858993]
177,“Tom’s got some woman in New York.”“Got some woman?” I repeated blankly.,[-17.182007   19.778212    6.4115677]
178,Miss Baker nodded.,[-4.641352  8.00096   4.767566]
179,“She might have the decency not to telephone him at dinner time.,[-14.2573185 -18.403254   11.222711 ]
180,"Don’t you think?”Almost before I had grasped her meaning there was the flutter of adress and the crunch of leather boots, and Tom and Daisy were back atthe table.",[ 1.0091631 18.954262  -1.0441635]
181,“It couldn’t be helped!” cried Daisy with tense gaiety.,[-22.100945    9.6425705  24.516481 ]
182,"She sat down, glanced searchingly at Miss Baker and then at me, andcontinued: “I looked outdoors for a minute, and it’s very romanticoutdoors.",[1.2822006 4.265847  6.708101 ]
183,There’s a bird on the lawn that I think must be anightingale come over on the Cunard or White Star Line.,[ 14.908793  28.359745 -14.794145]
184,"He’s singingaway—” Her voice sang: “It’s romantic, isn’t it, Tom?”“Very romantic,” he said, and then miserably to me: “If it’s lightenough after dinner, I want to take you down to the stables.”The telephone rang inside, startlingly, and as Daisy shook her headdecisively at Tom the subject of the stables, in fact all subjects,vanished into air.",[ 3.0373304 14.6822    -5.908511 ]
185,"Among the broken fragments of the last five minutesat table I remember the candles being lit again, pointlessly, and Iwas conscious of wanting to look squarely at everyone, and yet toavoid all eyes.",[41.293156   6.2362394 -8.425436 ]
186,"I couldn’t guess what Daisy and Tom were thinking, butI doubt if even Miss Baker, who seemed to have mastered a certainhardy scepticism, was able utterly to put this fifth guest’s shrillmetallic urgency out of mind.",[-1.9621714  8.214778  18.28426  ]
187,To a certain temperament the situationmight have seemed intriguing—my own instinct was to telephoneimmediately for the police.,[ 27.226477  -9.717359 -23.097116]
188,"The horses, needless to say, were not mentioned again.",[-10.813601  41.443172  -7.542842]
189,"Tom and MissBaker, with several feet of twilight between them, strolled back intothe library, as if to a vigil beside a perfectly tangible body, while,trying to look pleasantly interested and a little deaf, I followedDaisy around a chain of connecting verandas to the porch in front.",[30.909313  8.552054  8.977975]
190,Inits deep gloom we sat down side by side on a wicker settee.,[45.87276   5.379309 22.987652]
191,"Daisy took her face in her hands as if feeling its lovely shape, andher eyes moved gradually out into the velvet dusk.",[ 6.3679414  -0.96280557 25.45127   ]
192,"I saw thatturbulent emotions possessed her, so I asked what I thought would besome sedative questions about her little girl.",[-6.034049  1.495967 19.78957 ]
193,"“We don’t know each other very well, Nick,” she said suddenly.",[-22.21742   12.178631  11.13947 ]
194,“Evenif we are cousins.,[-41.5025     8.587593   9.750903]
195,You didn’t come to my wedding.”“I wasn’t back from the war.”“That’s true.” She hesitated.,[-13.906455   2.855619 -20.476963]
196,"“Well, I’ve had a very bad time, Nick,and I’m pretty cynical about everything.”Evidently she had reason to be.",[-10.975022  -8.234862  11.313317]
197,"I waited but she didn’t say any more,and after a moment I returned rather feebly to the subject of herdaughter.",[  4.3337874 -13.912968   -8.3424225]
198,"“I suppose she talks, and—eats, and everything.”“Oh, yes.” She looked at me absently.",[-23.068863  -9.901258  19.231077]
199,"“Listen, Nick; let me tell youwhat I said when she was born.",[-25.482393  11.138587  11.725536]
200,Would you like to hear?”“Very much.”“It’ll show you how I’ve gotten to feel about—things.,[-12.766764  12.342161 -18.458094]
201,"Well, she wasless than an hour old and Tom was God knows where.",[-13.319964   12.873311    2.6369853]
202,"I woke up out ofthe ether with an utterly abandoned feeling, and asked the nurse rightaway if it was a boy or a girl.",[-9.861521   5.592404  -1.0186797]
203,"She told me it was a girl, and so Iturned my head away and wept.",[-24.370844   -4.4147043  20.954542 ]
